ID,Random_Forest,Gradient_Boosting,Linear_Regression,K-Nearest_Neighbors,XGBoost,SVR,ElasticNet
0,0.00043081369416401874,0.001549190623312186,0.0016826174224174192,0.0009826946137552945,0.000699081596037433,0.0021095302696245784,0.0017042380186182765
1,0.00030991504489378895,0.0014472338230910398,0.0015959183634437512,0.000849914033042975,0.0006329855983556704,0.001943469646307736,0.0016199964760628962
2,0.00039259533009987276,0.0014899827177297026,0.001625760094303904,0.0009245100060861957,0.0007358015618557172,0.002060757785778461,0.0016506506281957762
3,0.0003413783048865979,0.0014515269293456207,0.001590241649579333,0.0008208188194059417,0.0006600421895034019,0.001945635949043593,0.0016007432323958428
4,0.0003368490333716895,0.0013650370476711593,0.00151243198002076,0.0008498107430321308,0.0006295637608578278,0.0018647831147123417,0.001530627604962523
